pair_id,rank_v3,pos_blob_id,neg_blob_id,pos_x,pos_y,neg_x,neg_y,dx_pos_to_neg,dy_pos_to_neg,dx,dy,distance,vector_error,pos_peak_z,neg_peak_abs_z,amplitude_balance,area_ratio,shape_penalty,pos_num_possible_partners,neg_num_possible_partners,num_possible_partners_pos,num_possible_partners_neg,num_possible_partners,aspect_ratio_pos,aspect_ratio_neg,local_contrast_score,template_score,isolation_score,isolation_score_clipped,size_mismatch_penalty,partner_ambiguity_penalty,elongation_penalty,confidence_v2,confidence_v3,score_v2,score_v3,score
11,11,35,37,1086.6323258356051,399.16145275712313,1057.8142593523985,405.1664664859533,-28.818065643310547,6.005013942718506,-28.818065643310547,6.005013942718506,29.437068939208984,5.514194488525391,4.991145610809326,4.066784858703613,0.8147998827956804,0.42857142857142855,0.25,1,1,1,1,1,1.25,1.0,3.6902003424652827,0.17297405927495543,4.67434425203219,3.0,0.5714285714285714,0.0,0.25,medium_confidence,low_confidence,7.39471870512732,12.586614942227142,12.586614942227142
12,12,53,53,1249.4043950335085,496.2033424539011,1221.3886486782285,500.8295003107935,-28.0157470703125,4.626157760620117,-28.0157470703125,4.626157760620117,28.395130157470703,4.154476642608643,3.8628714084625244,4.112204551696777,0.9393675241346219,1.0,0.0,1,1,1,1,1,1.5,1.5,3.7457636797401928,0.22139173805663967,4.519932764736731,3.0,0.0,0.0,1.0,high_confidence,medium_confidence,6.776572687124224,12.162139639350784,12.162139639350784
13,13,135,144,1143.4962521672483,1163.506207670002,1112.6183076826671,1169.4559126574839,-30.877944946289062,5.949705123901367,-30.877944946289062,5.949705123901367,31.44593048095703,5.945915222167969,3.893622636795044,4.745003700256348,0.8205731507827259,0.36363636363636365,0.0,1,1,1,1,1,1.0,1.0,3.5443124159144492,0.16735796737786793,4.223085161304817,3.0,0.6363636363636364,0.0,0.0,medium_confidence,low_confidence,6.9886332093510415,12.158065078862514,12.158065078862514
14,14,127,135,894.1685280216611,1121.9910102365939,915.2817645636306,1120.6700621548737,21.113237380981445,-1.3209481239318848,21.113237380981445,-1.3209481239318848,21.15452003479004,7.432241916656494,4.607267379760742,4.557880401611328,0.9892806355527864,1.0,0.33333333333333326,2,1,2,1,2,1.3333333333333333,1.0,4.5334516110454866,0.24770472587236486,5.0808147647955755,3.0,0.0,1.0,0.33333333333333326,medium_confidence,medium_confidence,6.794254760816063,11.785073664305521,11.785073664305521
15,15,114,122,968.8275211545258,1036.0223990008217,997.8262682778078,1032.7578625430062,28.998746871948242,-3.2645363807678223,28.998746871948242,-3.2645363807678223,29.181921005249023,2.8091652393341064,3.9100444316864014,4.578541278839111,0.8539934869120134,0.375,1.3333333333333335,2,1,2,1,2,1.0,2.3333333333333335,3.6245984549415864,0.19880357743242855,4.070552643245745,3.0,0.625,1.0,1.3333333333333335,high_confidence,low_confidence,6.8461567313491525,11.641371041078866,11.641371041078866
16,16,114,123,968.8275211545258,1036.0223990008217,943.686209273692,1039.4221061119354,-25.141311645507812,3.399707078933716,-25.141311645507812,3.399707078933716,25.37013053894043,4.437238693237305,3.9100444316864014,4.220145225524902,0.9265189283148589,0.3157894736842105,0.5,2,1,2,1,2,1.0,1.5,3.7663873040979836,0.2215071665616962,3.992657998517371,3.0,0.6842105263157895,1.0,0.5,high_confidence,medium_confidence,6.622502904064476,11.50853157031126,11.50853157031126
17,17,163,165,1272.8361034213112,1323.1778300257342,1243.9626796320715,1316.4966511157036,-28.873424530029297,-6.681179046630859,-28.873424530029297,-6.681179046630859,29.636341094970703,7.190881729125977,4.112414360046387,4.331395149230957,0.949443359093328,1.0,0.5,1,1,1,1,1,1.0,1.5,4.008459432016234,0.18373412707731193,4.521658882799798,3.0,0.0,0.0,0.5,medium_confidence,low_confidence,6.2472553629010115,11.482191871210258,11.482191871210258
18,18,171,177,727.9074769154298,1380.14400738926,761.5932869953572,1384.2005648038828,33.68581008911133,4.0565571784973145,33.68581008911133,4.0565571784973145,33.92918395996094,6.903248310089111,4.454936504364014,3.942354679107666,0.8849407113313001,0.625,0.5,1,1,1,1,1,1.0,1.5,3.715552416578742,0.1435260327330866,4.636994194280031,3.0,0.375,0.0,0.5,medium_confidence,low_confidence,6.028048451089724,11.10215258202207,11.10215258202207
19,19,68,73,983.0031500334742,699.9952195016292,958.0546611034486,695.0620548562334,-24.948488235473633,-4.933164596557617,-24.948488235473633,-4.933164596557617,25.43153953552246,6.4909563064575195,3.9179012775421143,4.412397861480713,0.8879301913693124,0.38461538461538464,1.0,1,1,1,1,1,1.0,2.0,3.6983620543380784,0.26160852981932714,4.066766270748986,3.0,0.6153846153846154,0.0,1.0,medium_confidence,medium_confidence,5.5529890608403845,11.099423180117693,11.099423180117693
20,20,45,46,1054.873660857557,464.88112666522005,1028.2434045476625,473.00222018705693,-26.63025665283203,8.12109375,-26.63025665283203,8.12109375,27.841026306152344,7.847102165222168,4.725836277008057,4.025717735290527,0.8518529841747339,0.5,0.5,1,1,1,1,1,1.0,1.5,3.727518700771457,0.193101529285829,4.665640986886352,3.0,0.5,0.0,0.5,medium_confidence,low_confidence,5.7817088980369675,11.054115015180283,11.054115015180283
21,21,134,143,936.4866862848297,1159.5185371962532,965.0017636519789,1168.0144708114483,28.515077590942383,8.495933532714844,28.515077590942383,8.495933532714844,29.753833770751953,8.995945930480957,3.9747872352600098,4.123423099517822,0.9639532833108507,0.5714285714285714,0.0,1,1,1,1,1,1.0,1.0,3.9031482205754773,0.19608981107871215,4.420007787225238,3.0,0.4285714285714286,0.0,0.0,low_confidence,low_confidence,5.31385822187334,10.598217466188188,10.598217466188188
22,22,125,136,831.3947380472324,1117.1862704946743,865.4781258903968,1120.5025680817828,34.08338928222656,3.3162975311279297,34.08338928222656,3.3162975311279297,34.244346618652344,6.763014316558838,4.0894389152526855,3.9622631072998047,0.9689014041807682,0.8,0.5,1,2,1,2,2,1.5,1.0,3.9006526978481197,0.1997700304431305,3.8815194854303714,3.0,0.19999999999999996,1.0,0.5,medium_confidence,low_confidence,5.707997672634607,10.50707779440713,10.50707779440713
23,23,195,201,821.9122508789037,1536.3436621694016,842.5035089850809,1537.4832188062726,20.591259002685547,1.139556646347046,20.591259002685547,1.139556646347046,20.622766494750977,8.076900482177734,4.272202491760254,3.8341028690338135,0.8974534508672288,0.4,0.6666666666666667,1,1,1,1,1,1.6666666666666667,1.0,3.637515859914076,0.23687272193185024,3.9531389224839013,3.0,0.6,0.0,0.6666666666666667,low_confidence,medium_confidence,4.89609535477299,10.343586242500391,10.343586242500391
24,24,50,49,746.5022826420575,484.00212981722757,769.8303484358066,491.5758826932176,23.328065872192383,7.5737528800964355,23.328065872192383,7.5737528800964355,24.526729583740234,9.588242530822754,4.097590923309326,4.803278923034668,0.8530820277079612,0.36363636363636365,0.5,1,1,1,1,1,1.5,1.0,3.7965860484418914,0.19514744144744967,5.154933618286921,3.0,0.6363636363636364,0.0,0.5,low_confidence,low_confidence,4.994730818166721,10.27532058395652,10.27532058395652
25,25,71,77,1938.8631980385896,713.8727224919804,1974.6024432546624,707.8038570871189,35.7392463684082,-6.0688652992248535,35.7392463684082,-6.0688652992248535,36.25086212158203,9.133397102355957,4.1201395988464355,3.9866747856140137,0.9676067254444995,0.625,0.5,1,1,1,1,1,1.0,1.5,3.922104060167071,0.21694435021485337,5.137085287196086,3.0,0.375,0.0,0.5,low_confidence,low_confidence,4.787829284171469,10.155606685030882,10.155606685030882
26,26,79,86,1238.499569488598,792.5062777157303,1275.1953658768575,794.6081139595589,36.695796966552734,2.1018362045288086,36.695796966552734,2.1018362045288086,36.755943298339844,8.59887409210205,3.8513736724853516,3.8718268871307373,0.9947174253287593,0.8,0.5,1,1,1,1,1,1.0,1.5,3.8412010879794742,0.1798065799452421,4.5618588133536795,3.0,0.19999999999999996,0.0,0.5,low_confidence,low_confidence,4.813198364222583,10.032424684003551,10.032424684003551
27,27,72,78,1557.0099659683533,716.0245257004017,1579.7649213935458,722.9916905542302,22.754955291748047,6.967164993286133,22.754955291748047,6.967164993286133,23.79767608642578,9.421469688415527,4.414163589477539,3.9783101081848145,0.9012602336869187,0.5714285714285714,0.5,1,1,1,1,1,1.0,1.5,3.7819014029832454,0.18662668729718676,4.595701708146131,3.0,0.4285714285714286,0.0,0.5,low_confidence,low_confidence,4.769973606542712,10.01648035573146,10.01648035573146
28,28,187,192,935.5095221614835,1483.4982470188445,956.4921892032031,1477.5168484323992,20.982667922973633,-5.981398582458496,20.982667922973633,-5.981398582458496,21.818557739257812,9.303548812866211,3.859347105026245,4.215388774871826,0.9155376434154862,1.0,0.0,1,1,1,1,1,1.0,1.0,3.6963623293421763,0.06474710436942295,3.9718567557078543,3.0,0.0,0.0,0.0,low_confidence,low_confidence,5.2540367602959375,10.01302517777363,10.01302517777363
29,29,4,8,914.4874337342973,58.01559070227337,876.8833922106701,60.31669439848314,-37.604042053222656,2.3011035919189453,-37.604042053222656,2.3011035919189453,37.674381256103516,9.28049373626709,3.9515488147735596,4.148944854736328,0.9524225925207402,0.4444444444444444,0.16666666666666674,1,1,1,1,1,1.5,1.3333333333333333,3.857546590706226,0.1712872446656267,4.5082286017359285,3.0,0.5555555555555556,0.0,0.8333333333333333,low_confidence,low_confidence,4.253980875306713,9.43912985396922,9.43912985396922
30,30,28,30,1279.6117862894366,291.9900314001111,1244.182928056875,297.55714513076583,-35.42885971069336,5.567113876342773,-35.42885971069336,5.567113876342773,35.86358642578125,8.58398151397705,4.23599910736084,4.336552143096924,0.976812676887525,0.7272727272727273,1.5,2,1,2,1,2,2.5,1.0,4.186888367357574,0.2639206911487054,4.8200539512228,3.0,0.2727272727272727,1.0,1.5,low_confidence,medium_confidence,4.2978222108806525,9.353504975475474,9.353504975475474
31,31,174,174,1102.0012081690643,1385.5036727408835,1075.2038397353617,1376.594555244378,-26.7973690032959,-8.909117698669434,-26.7973690032959,-8.909117698669434,28.23953628540039,9.56192684173584,4.066366672515869,3.777479410171509,0.92895690782218,0.8,0.0,1,1,1,1,1,1.5,1.5,3.643297501203193,0.14727837972159247,4.127549777729911,3.0,0.19999999999999996,0.0,1.0,low_confidence,low_confidence,3.8207964774638175,8.909909996350187,8.909909996350187
32,32,28,29,1279.6117862894366,291.9900314001111,1241.4898741686418,291.03194090377025,-38.12191390991211,-0.9580904841423035,-38.12191390991211,-0.9580904841423035,38.13395309448242,9.731765747070312,4.23599910736084,4.331477165222168,0.9779571600589447,0.75,1.0,2,1,2,1,2,2.5,1.5,4.189312382203836,0.2781917264851818,4.728188385261619,3.0,0.25,1.0,2.0,low_confidence,low_confidence,3.232507719165741,8.34527462510647,8.34527462510647
