pair_id,pos_blob_id,neg_blob_id,pos_x,pos_y,neg_x,neg_y,dx_pos_to_neg,dy_pos_to_neg,distance,vector_error,pos_peak_z,neg_peak_abs_z,amplitude_balance,area_ratio,shape_penalty,pos_num_possible_partners,neg_num_possible_partners,num_possible_partners,local_contrast_score,size_mismatch_penalty,partner_ambiguity_penalty,elongation_penalty,confidence_category,score_v2,score
15,127,135,894.1685280216611,1121.9910102365939,915.2817645636306,1120.6700621548737,21.113237380981445,-1.3209481239318848,21.15452003479004,8.057452201843262,4.607267379760742,4.557880401611328,0.9892806355527864,1.0,0.33333333333333326,2,1,2,4.5334516110454866,0.0,1.0,0.33333333333333326,low_confidence,6.481649618222679,6.481649618222679
16,114,122,968.8275211545258,1036.0223990008217,997.8262682778078,1032.7578625430062,28.998746871948242,-3.2645363807678223,29.181921005249023,3.5992674827575684,3.9100444316864014,4.578541278839111,0.8539934869120134,0.375,1.3333333333333335,2,1,2,3.6245984549415864,0.625,1.0,1.3333333333333335,high_confidence,6.451105609637423,6.451105609637423
17,53,53,1249.4043950335085,496.2033424539011,1221.3886486782285,500.8295003107935,-28.0157470703125,4.626157760620117,28.395130157470703,5.057342052459717,3.8628714084625244,4.112204551696777,0.9393675241346219,1.0,0.0,1,1,1,3.7457636797401928,0.0,0.0,1.0,medium_confidence,6.325139982198687,6.325139982198687
18,114,123,968.8275211545258,1036.0223990008217,943.686209273692,1039.4221061119354,-25.141311645507812,3.399707078933716,25.37013053894043,5.368969917297363,3.9100444316864014,4.220145225524902,0.9265189283148589,0.3157894736842105,0.5,2,1,2,3.7663873040979836,0.6842105263157895,1.0,0.5,medium_confidence,6.156637292034446,6.156637292034446
19,125,136,831.3947380472324,1117.1862704946743,865.4781258903968,1120.5025680817828,34.08338928222656,3.3162975311279297,34.244346618652344,5.894346714019775,4.0894389152526855,3.9622631072998047,0.9689014041807682,0.8,0.5,1,2,2,3.9006526978481197,0.19999999999999996,1.0,0.5,medium_confidence,6.142331473904139,6.142331473904139
20,68,73,983.0031500334742,699.9952195016292,958.0546611034486,695.0620548562334,-24.948488235473633,-4.933164596557617,25.43153953552246,6.1278204917907715,3.9179012775421143,4.412397861480713,0.8879301913693124,0.38461538461538464,1.0,1,1,1,3.6983620543380784,0.6153846153846154,0.0,1.0,medium_confidence,5.7345569681737585,5.7345569681737585
21,134,143,936.4866862848297,1159.5185371962532,965.0017636519789,1168.0144708114483,28.515077590942383,8.495933532714844,29.753833770751953,8.175521850585938,3.9747872352600098,4.123423099517822,0.9639532833108507,0.5714285714285714,0.0,1,1,1,3.9031482205754773,0.4285714285714286,0.0,0.0,low_confidence,5.72407026182085,5.72407026182085
22,45,46,1054.873660857557,464.88112666522005,1028.2434045476625,473.00222018705693,-26.63025665283203,8.12109375,27.841026306152344,8.781270980834961,4.725836277008057,4.025717735290527,0.8518529841747339,0.5,0.5,1,1,1,3.727518700771457,0.5,0.0,0.5,low_confidence,5.314624490230571,5.314624490230571
23,50,49,746.5022826420575,484.00212981722757,769.8303484358066,491.5758826932176,23.328065872192383,7.5737528800964355,24.526729583740234,9.195653915405273,4.097590923309326,4.803278923034668,0.8530820277079612,0.36363636363636365,0.5,1,1,1,3.7965860484418914,0.6363636363636364,0.0,0.5,low_confidence,5.191025125875461,5.191025125875461
24,79,86,1238.499569488598,792.5062777157303,1275.1953658768575,794.6081139595589,36.695796966552734,2.1018362045288086,36.755943298339844,7.8972930908203125,3.8513736724853516,3.8718268871307373,0.9947174253287593,0.8,0.5,1,1,1,3.8412010879794742,0.19999999999999996,0.0,0.5,medium_confidence,5.163988864863452,5.163988864863452
25,72,78,1557.0099659683533,716.0245257004017,1579.7649213935458,722.9916905542302,22.754955291748047,6.967164993286133,23.79767608642578,9.109012603759766,4.414163589477539,3.9783101081848145,0.9012602336869187,0.5714285714285714,0.5,1,1,1,3.7819014029832454,0.4285714285714286,0.0,0.5,low_confidence,4.926202148870593,4.926202148870593
26,195,201,821.9122508789037,1536.3436621694016,842.5035089850809,1537.4832188062726,20.591259002685547,1.139556646347046,20.622766494750977,8.445921897888184,4.272202491760254,3.8341028690338135,0.8974534508672288,0.4,0.6666666666666667,1,1,1,3.637515859914076,0.6,0.0,0.6666666666666667,low_confidence,4.711584646917766,4.711584646917766
27,71,77,1938.8631980385896,713.8727224919804,1974.6024432546624,707.8038570871189,35.7392463684082,-6.0688652992248535,36.25086212158203,9.297331809997559,4.1201395988464355,3.9866747856140137,0.9676067254444995,0.625,0.5,1,1,1,3.922104060167071,0.375,0.0,0.5,low_confidence,4.705861930350668,4.705861930350668
28,4,8,914.4874337342973,58.01559070227337,876.8833922106701,60.31669439848314,-37.604042053222656,2.3011035919189453,37.674381256103516,8.999929428100586,3.9515488147735596,4.148944854736328,0.9524225925207402,0.4444444444444444,0.16666666666666674,1,1,1,3.857546590706226,0.5555555555555556,0.0,0.8333333333333333,low_confidence,4.394263029389965,4.394263029389965
29,28,30,1279.6117862894366,291.9900314001111,1244.182928056875,297.55714513076583,-35.42885971069336,5.567113876342773,35.86358642578125,8.728008270263672,4.23599910736084,4.336552143096924,0.976812676887525,0.7272727272727273,1.5,2,1,2,4.186888367357574,0.2727272727272727,1.0,1.5,low_confidence,4.225808832737342,4.225808832737342
30,174,174,1102.0012081690643,1385.5036727408835,1075.2038397353617,1376.594555244378,-26.7973690032959,-8.909117698669434,28.23953628540039,8.852466583251953,4.066366672515869,3.777479410171509,0.92895690782218,0.8,0.0,1,1,1,3.643297501203193,0.19999999999999996,0.0,1.0,low_confidence,4.175526606705761,4.175526606705761
31,28,29,1279.6117862894366,291.9900314001111,1241.4898741686418,291.03194090377025,-38.12191390991211,-0.9580904841423035,38.13395309448242,9.144438743591309,4.23599910736084,4.331477165222168,0.9779571600589447,0.75,1.0,2,1,2,4.189312382203836,0.25,1.0,2.0,low_confidence,3.526171220905243,3.526171220905243
